업종명,인허가일자,업소명,소재지(도로명),소재지(지번),영업장면적,소재지전화,업태명
일반음식점,2011-06-15,미니,"서울특별시 동작구 여의대방로 180 (대방동, 2층)",서울특별시 동작구 대방동 389번지 29호 2층,38.5,,정종/대포집/소주방
일반음식점,2011-06-16,종로빈대떡 상도점,서울특별시 동작구 만양로 10 (상도동),서울특별시 동작구 상도동 20번지 11호,49.29,02-815-4584,한식
일반음식점,2011-06-17,심야브로,"서울특별시 동작구 사당로 204 (사당동, 2층)",서울특별시 동작구 사당동 249번지 90호 2층,67.44,02-521-7939,호프/통닭
일반음식점,2011-06-20,연가,"서울특별시 동작구 만양로 89-1 (노량진동,(1층))",서울특별시 동작구 노량진동 119번지 74호 (1층),82.44,02-812-1422,한식
일반음식점,2011-06-20,이수골 감자탕 양념게장,서울특별시 동작구 동작대로7길 22 (사당동),서울특별시 동작구 사당동 1029번지 22호,50,,한식
일반음식점,2011-06-23,라임아이스드(Lime iced),"서울특별시 동작구 사당로 188 (사당동,외 3필지(지상1층))",서울특별시 동작구 사당동 223번지 1호 외 3필지(지상1층),75.77,070-4068-5008,기타
일반음식점,2011-06-27,소문난 집,"서울특별시 동작구 동작대로29길 8 (사당동,(2층))",서울특별시 동작구 사당동 88번지 3호 (2층),66,,한식
일반음식점,2011-06-27,큰솥설렁탕,"서울특별시 동작구 흑석로 102, B101-2호 (흑석동,중대병원)",서울특별시 동작구 흑석동 224번지 1호 중대병원 B101-2호,208.43,02-822-6687,한식
일반음식점,2011-07-07,순자,"서울특별시 동작구 서달로14나길 16 (흑석동,(1층))",서울특별시 동작구 흑석동 52번지 10호 (1층),16.5,02-813-0813,통닭(치킨)
일반음식점,2011-07-13,주도참치,"서울특별시 동작구 여의대방로24길 24 (신대방동,(1층))",서울특별시 동작구 신대방동 362번지 29호 (1층),69.22,02-817-7333,한식
일반음식점,2011-07-18,산해진미,"서울특별시 동작구 등용로14길 82 (노량진동,(1층))",서울특별시 동작구 노량진동 263번지 6호 (1층),36.3,,한식
일반음식점,2011-07-20,행복식당,"서울특별시 동작구 동작대로15길 104 (사당동, 1층)",서울특별시 동작구 사당동 321번지 28호 1층,31,02-586-5087,한식
일반음식점,2011-07-20,영동식당,서울특별시 동작구 상도로 357 (상도동),"서울특별시 동작구 상도동 488번지 지상1층(3-1,21,22,55,67,68호)",55.97,02-824-4666,한식
일반음식점,2011-07-21,꼬꼬닭발,"서울특별시 동작구 동작대로7길 36 (사당동,1층)",서울특별시 동작구 사당동 1033번지 22호 1층,26,,기타
일반음식점,2011-07-22,F&F호프,"서울특별시 동작구 흑석로8길 5 (흑석동,2층)",서울특별시 동작구 흑석동 223번지 33호 2층,53.36,02-823-6068,호프/통닭
일반음식점,2011-07-22,맛구이촌,"서울특별시 동작구 흑석로8길 5 (흑석동,지하1층, 지상1층)","서울특별시 동작구 흑석동 223번지 33호 지하1층, 지상1층",102.16,,한식
일반음식점,2011-07-25,하노이별,"서울특별시 동작구 노량진로12길 4-7 (노량진동,1층)",서울특별시 동작구 노량진동 40번지 43호 1층,41.8,,기타
일반음식점,2011-07-26,만나식당,"서울특별시 동작구 사당로 38 (상도동,1층)",서울특별시 동작구 상도동 506번지 10호 1층,13.2,,한식
일반음식점,2011-07-28,유명닭곰탕,"서울특별시 동작구 만양로8길 60 (노량진동,1층)",서울특별시 동작구 노량진동 123번지 14호 1층,76.12,,기타
일반음식점,2011-07-28,꼬치박스,"서울특별시 동작구 동작대로27가길 46-5 (사당동,102호)",서울특별시 동작구 사당동 144번지 3호 102호,24.79,,까페
일반음식점,2011-07-29,BHC 흑석점,"서울특별시 동작구 흑석한강로 2, 흑석한강센트레빌 상가동 107호 (흑석동)",서울특별시 동작구 흑석동 335번지 1호 흑석한강센트레빌,30.01,,통닭(치킨)
일반음식점,2011-08-05,지호분식,,서울특별시 동작구 상도동 175번지 외 2필지 (1층),13.2,02-813-3686,분식
일반음식점,2011-08-08,성대포차,"서울특별시 동작구 상도로 116 (상도동,1층)",서울특별시 동작구 상도동 347번지 9호 1층,62.8,,한식
일반음식점,2011-08-09,죠스떡볶이(남성점),"서울특별시 동작구 사당로16길 7 (사당동,1층)",서울특별시 동작구 사당동 318번지 13호 1층,26,,분식
일반음식점,2011-08-18,막걸리학교,"서울특별시 동작구 동작대로25길 41 (사당동,1층)",서울특별시 동작구 사당동 144번지 16호 1층,30,,정종/대포집/소주방
일반음식점,2011-08-22,단골커피,"서울특별시 동작구 등용로14길 61 (노량진동,(1층))",서울특별시 동작구 노량진동 267번지 26호 (1층),35,02-823-0327,기타
일반음식점,2011-08-24,이모네 참족발보쌈,"서울특별시 동작구 상도로60길 1 (상도동,1층)",서울특별시 동작구 상도동 495번지 2호 1층,70.31,02-6449-7878,기타
일반음식점,2011-08-26,홍꼬치,"서울특별시 동작구 동작대로7길 49 (사당동,1층)",서울특별시 동작구 사당동 1032번지 45호 1층,19,,기타
일반음식점,2011-08-26,커피더캠프보라매롯데타워점,"서울특별시 동작구 보라매로5길 51 (신대방동,롯데타워 104호)",서울특별시 동작구 신대방동 395번지 67호 롯데타워 104호,82.66,,까페
일반음식점,2011-08-26,홍양꼬치,"서울특별시 동작구 동작대로27가길 36 (사당동,2층)",서울특별시 동작구 사당동 145번지 11호 2층,138.5,02-6396-7979,기타
일반음식점,2011-08-30,맥주광,"서울특별시 동작구 흑석로 109-2 (흑석동,3층)",서울특별시 동작구 흑석동 181번지 13호 3층,72.39,,호프/통닭
일반음식점,2011-09-05,피자나라 치킨공주,"서울특별시 동작구 상도로34길 36, 1층 (상도동)",서울특별시 동작구 상도동 156번지 11호,52.8,02-812-0385,패스트푸드
일반음식점,2011-09-07,타임,"서울특별시 동작구 상도로63길 15 (상도동,2층)",서울특별시 동작구 상도동 503번지 2층,123.65,02-826-8857,정종/대포집/소주방
일반음식점,2011-09-07,숯가마 바베큐치킨,"서울특별시 동작구 상도로61길 44 (상도동,1층)",서울특별시 동작구 상도동 504번지 2호 1층,93.12,02-814-5570,통닭(치킨)
일반음식점,2011-09-14,참참치킨&호프,"서울특별시 동작구 만양로 61 (노량진동,1층)",서울특별시 동작구 노량진동 219번지 9호 1층,20.64,02-825-9282,통닭(치킨)
일반음식점,2011-09-20,쌍둥이네 참족발.보쌈,"서울특별시 동작구 사당로 300 (사당동,외1필지 106호)",서울특별시 동작구 사당동 147번지 29호 외1필지 106호,36.5,,한식
일반음식점,2011-09-20,광양불고기(준서네),"서울특별시 동작구 상도로56길 4 (상도동,1층)",서울특별시 동작구 상도동 474번지 16호 1층,149.43,02-825-1111,한식
일반음식점,2011-09-23,제임스닥,"서울특별시 동작구 만양로 64 (노량진동,(1층))",서울특별시 동작구 노량진동 222번지 61호 (1층),26.44,,정종/대포집/소주방
일반음식점,2011-09-23,와우신내떡,"서울특별시 동작구 만양로14가길 3 (노량진동,(1층))",서울특별시 동작구 노량진동 118번지 17호 (1층),24,02-2631-8484,분식
일반음식점,2011-09-27,상도동커피,"서울특별시 동작구 장승배기로 18 (상도동,1층)",서울특별시 동작구 상도동 201번지 159호 1층,66,02-825-7121,까페
일반음식점,2011-10-06,커핀그루나루 노량진역점,"서울특별시 동작구 노량진로 150 (노량진동,2,3층)","서울특별시 동작구 노량진동 72번지 57호 2,3층",274.9,02-822-0760,까페
일반음식점,2011-10-06,흥부가반해버리고놀부가기절한닭강정,"서울특별시 동작구 동작대로7길 84 (사당동,1층)",서울특별시 동작구 사당동 1037번지 17호 1층,19.8,,한식
일반음식점,2011-10-10,성대순대촌,"서울특별시 동작구 국사봉1길 24, 2층 (상도동)",서울특별시 동작구 상도동 322번지 15호 2층,81.62,02-811-1448,한식
일반음식점,2011-10-10,오족왕족발순대국,서울특별시 동작구 상도로 77 (대방동),서울특별시 동작구 대방동 335번지 15호,33,02-821-7838,탕류(보신용)
일반음식점,2011-10-11,딱좋아횟집,"서울특별시 동작구 동작대로35길 12 (사당동,1층)",서울특별시 동작구 사당동 39번지 16호 1층,28,,일식
일반음식점,2011-10-12,레슬러,"서울특별시 동작구 신대방2길 2-7 (신대방동, 지하1층)",서울특별시 동작구 신대방동 644번지 3호 지하1층,26.4,02-835-9285,분식
일반음식점,2011-10-12,카페무,"서울특별시 동작구 동작대로1길 10-4 (사당동, 지하1층,1층,2층)","서울특별시 동작구 사당동 1042번지 9호 지하1층,1층,2층",156.63,02-523-7003,까페
일반음식점,2011-10-13,소망식당,"서울특별시 동작구 상도로15길 17 (상도동,1층)",서울특별시 동작구 상도동 331번지 43호 1층,26.3,,한식
일반음식점,2011-10-14,복섬,"서울특별시 동작구 상도로26길 22 (상도동,지하1층)",서울특별시 동작구 상도동 183번지 29호 지하1층,129.89,02-815-3335,한식
일반음식점,2011-10-19,메가박스(주) 이수지점,"서울특별시 동작구 동작대로 89 (사당동,골든시네마 7층 718호)",서울특별시 동작구 사당동 147번지 53호 골든시네마 7층 718호,15.81,,기타
일반음식점,2011-10-28,빨라쪼델쁘레또,"서울특별시 동작구 만양로18길 19 (노량진동,1층)",서울특별시 동작구 노량진동 148번지 56호 1층,56.8,,까페
일반음식점,2011-11-08,요란,서울특별시 동작구 양녕로26길 6 (상도동),서울특별시 동작구 상도동 210번지 16호,49.76,,기타
일반음식점,2011-11-16,은성숯불갈비,"서울특별시 동작구 국사봉1길 23 (상도동, 1,2층)",서울특별시 동작구 상도동 324번지 29호,230.05,,한식
일반음식점,2011-11-16,리얼후라이,"서울특별시 동작구 만양로 11 (상도동, 대화빌딩 102호)",서울특별시 동작구 상도동 22번지 1호,56.42,,분식
일반음식점,2011-11-18,아마스빈중앙대점,서울특별시 동작구 흑석로 88 (흑석동),서울특별시 동작구 흑석동 223번지 18호 외 1필지 102호,33,02-816-7100,까페
일반음식점,2011-11-18,오장동함흥냉면,"서울특별시 동작구 서달로12가길 11 (흑석동, 1층)",서울특별시 동작구 흑석동 95번지 37호,17.01,,한식
일반음식점,2011-11-22,붐치킨,"서울특별시 동작구 사당로26길 130-6 (사당동, 삼성아파트상가 106호)",서울특별시 동작구 사당동 1037번지 9호,36.26,,통닭(치킨)
일반음식점,2011-11-22,피자헛사당점,"서울특별시 동작구 사당로 279 (사당동, 1층)",서울특별시 동작구 사당동 152번지 2호,51.71,,패스트푸드
일반음식점,2011-11-28,맛있는 소풍,"서울특별시 동작구 사당로14길 3 (사당동, 1층)",서울특별시 동작구 사당동 267번지 28호 1층,65.2,,한식
일반음식점,2011-11-30,소라네밥집,"서울특별시 동작구 노량진로16길 26 (노량진동, 1층)",서울특별시 동작구 노량진동 89번지 2호,15.75,02-814-0606,한식
일반음식점,2011-12-06,서민준밀밭,"서울특별시 동작구 상도로12길 7 (상도동, 1층)",서울특별시 동작구 상도동 324번지 25호 1층,70.38,,한식
일반음식점,2011-12-06,핸드맘,"서울특별시 동작구 성대로39길 2 (상도동, 2층)",서울특별시 동작구 상도동 201번지 66호 2층,140.4,02-815-7652,한식
일반음식점,2011-12-09,스타일,"서울특별시 동작구 등용로 110-1 (대방동, 1층)",서울특별시 동작구 대방동 23번지 112호,58.74,02-824-1347,호프/통닭
일반음식점,2011-12-12,토박이,"서울특별시 동작구 사당로 300 (사당동, 214호)",서울특별시 동작구 사당동 147번지 29호 214호,62.72,02-522-0016,기타
일반음식점,2011-12-12,해미 한정식,"서울특별시 동작구 사당로 295 (사당동, 2층)",서울특별시 동작구 사당동 144번지 18호 2층,266.3,02-533-5282,한식
일반음식점,2011-12-12,강씨네곱창,"서울특별시 동작구 동작대로29길 12 (사당동, 1층)",서울특별시 동작구 사당동 88번지 21호 1층,20.19,,한식
일반음식점,2011-12-19,더비컵닭,"서울특별시 동작구 만양로14길 47 (노량진동, 1층)",서울특별시 동작구 노량진동 130번지 1층,43.89,02-6339-1525,통닭(치킨)
일반음식점,2011-12-20,행운식당,"서울특별시 동작구 사당로17길 87 (사당동, 1층)",서울특별시 동작구 사당동 263번지 11호 1층,33,,한식
일반음식점,2011-12-22,카페쌤,서울특별시 동작구 노량진로 104 (노량진동),서울특별시 동작구 노량진동 41번지 9호,29.37,,까페
일반음식점,2011-12-22,벌떡볶이,서울특별시 동작구 상도로15길 102 (상도동),서울특별시 동작구 상도동 359번지 7호,16.5,02-812-0253,분식
일반음식점,2011-12-26,맥주바켓,"서울특별시 동작구 만양로 지하 100 (노량진동, 2호)",서울특별시 동작구 노량진동 118번지 5호 지하2호,117.02,,호프/통닭
일반음식점,2011-12-26,남원추어탕아구찜,"서울특별시 동작구 사당로29길 1 (사당동, 1층)",서울특별시 동작구 사당동 150번지 9호 1층,36,02-593-7765,한식
일반음식점,2011-12-27,투썸플레이스 노량진점,"서울특별시 동작구 노량진로 174 (노량진동, 1층)",서울특별시 동작구 노량진동 148번지 87호 1층,137.2,,까페
일반음식점,2011-01-14,맛고을,"서울특별시 동작구 여의대방로24길 22, 1층 (신대방동)",서울특별시 동작구 신대방동 362번지 17호,49.9,070-8238-7941,한식
일반음식점,2011-03-16,조이랜드,서울특별시 동작구 동작대로11길 104 (사당동),서울특별시 동작구 사당동 319번지 44호,34.81,02-2635-8854,일식
일반음식점,2012-01-04,술의온도,"서울특별시 동작구 보라매로 96-1 (신대방동, 1층)",서울특별시 동작구 신대방동 346번지 12호 1층,34,,한식
일반음식점,2012-01-04,은화수식당,"서울특별시 동작구 사당로 24-1 (상도동, 1층)",서울특별시 동작구 상도동 505번지 3호 1층,49.52,,기타
일반음식점,2012-01-12,고향칼국수,"서울특별시 동작구 상도로15길 99, 1층 (상도동)",서울특별시 동작구 상도동 360번지 67호,25.53,02-816-8893,한식
일반음식점,2012-01-12,모로미 흑석점,"서울특별시 동작구 현충로 100 (흑석동, 1층)",서울특별시 동작구 흑석동 8번지 32호 1층,82.5,,일식
일반음식점,2012-01-16,뉴욕야시장노량진점,"서울특별시 동작구 만양로16길 8 (노량진동, 1,2 층)","서울특별시 동작구 노량진동 119번지 196호 1,2 층",145.44,,뷔페식
일반음식점,2012-01-18,명품김밥,"서울특별시 동작구 장승배기로 102, 1층 (노량진동)",서울특별시 동작구 노량진동 310번지 164호,39.6,070-8981-2410,분식
일반음식점,2012-01-30,제육발견,서울특별시 동작구 노량진로8길 지하 16 (노량진동),서울특별시 동작구 노량진동 264번지 5호 지하1층,77.4,,호프/통닭
일반음식점,2012-02-01,해오름갈비,서울특별시 동작구 서달로10길 11 (흑석동),서울특별시 동작구 흑석동 95번지 7호,331.34,02-824-8866,한식
일반음식점,2012-02-15,마포순대국,"서울특별시 동작구 사당로23길 2 (사당동, 1층)",서울특별시 동작구 사당동 155번지 2호 1층,26,,한식
일반음식점,2012-02-15,블랙조이커피,"서울특별시 동작구 상도로67길 31, 3층 (상도동)",서울특별시 동작구 상도동 502번지 1호 3층,132.71,02-814-2676,까페
일반음식점,2012-02-17,카페1987,"서울특별시 동작구 노량진로 162 (노량진동, 1층)",서울특별시 동작구 노량진동 114번지 5호 1층,16.2,02-812-7153,까페
일반음식점,2012-02-20,가마솥순대국,"서울특별시 동작구 노량진로18길 24 (본동, 1층)",서울특별시 동작구 본동 197번지 1호 1층,26.25,02-826-1223,한식
일반음식점,2012-02-23,놀이터,"서울특별시 동작구 동작대로25길 지하 30 (사당동, 1층)",서울특별시 동작구 사당동 708번지 458호 지하1층,60.39,070-4131-3514,호프/통닭
일반음식점,2012-02-28,맛짱 떡볶이 카페,서울특별시 동작구 성대로6길 6 (상도동),서울특별시 동작구 상도동 312번지 5호,49.14,,분식
일반음식점,2012-03-05,생활맥주 이수점,"서울특별시 동작구 동작대로27다길 44 (사당동, 1층)",서울특별시 동작구 사당동 142번지 18호 1층,50.08,,호프/통닭
일반음식점,2012-03-05,어장관리,서울특별시 동작구 서달로15길 7 (흑석동),서울특별시 동작구 흑석동 101번지 1호,23,,호프/통닭
일반음식점,2012-03-06,빵사부 식빵공방,"서울특별시 동작구 노량진로16길 22 (노량진동, 외 1필지 2호)",서울특별시 동작구 노량진동 89번지 9호 외 1필지 2호,22.06,,기타
일반음식점,2012-03-12,유명한닭꼬치,"서울특별시 동작구 신대방2길 2-5 (신대방동, (1층))",서울특별시 동작구 신대방동 644번지 4호 (1층),18,,기타
일반음식점,2012-03-13,라자루스,"서울특별시 동작구 남부순환로 2021 (사당동, (1층 2호))",서울특별시 동작구 사당동 1049번지 7호 (1층 2호),38,,까페
일반음식점,2012-03-15,칭따오양꼬치,서울특별시 동작구 노량진로8길 70 (노량진동),서울특별시 동작구 노량진동 244번지 72호,30,,중국식
일반음식점,2012-03-16,와플마레(Waffle mare),"서울특별시 동작구 보라매로3길 29, 1층 16,17호 (신대방동, 해태보라매타워)",서울특별시 동작구 신대방동 708번지 해태보라매타워,30.36,,까페
일반음식점,2012-03-19,카페93,서울특별시 동작구 성대로1길 21 (상도동),서울특별시 동작구 상도동 355번지 11호,21.45,,까페
일반음식점,2012-03-20,크레이지놈6F,서울특별시 동작구 동작대로27길 15 (사당동),서울특별시 동작구 사당동 139번지 21호 6층,57.56,,경양식
일반음식점,2012-03-20,크레이지놈7F,서울특별시 동작구 동작대로27길 15 (사당동),서울특별시 동작구 사당동 139번지 21호 7층,30,02-536-9538,경양식
일반음식점,2012-03-22,노량진쓰리디(3D)고시뷔페,"서울특별시 동작구 장승배기로28길 19 (노량진동, 지하1층)",서울특별시 동작구 노량진동 56번지 14호 지하1층,173,,뷔페식
일반음식점,2012-03-27,좋은하루,"서울특별시 동작구 장승배기로 135 (노량진동, 1층, 4호)","서울특별시 동작구 노량진동 231번지 115호 1층, 4호",33,,정종/대포집/소주방
일반음식점,2012-03-28,호세야오리바베큐(동작구점),"서울특별시 동작구 성대로 75 (상도동, 1층)",서울특별시 동작구 상도동 261번지 1호 1층,20,,한식
일반음식점,2012-03-28,향토밥상,"서울특별시 동작구 노량진로 146 (노량진동, 지하 1층 103호)",서울특별시 동작구 노량진동 71번지 2호 이데아빌딩 지하1층 103호,14.62,,한식
일반음식점,2012-03-29,신청진동해장국,서울특별시 동작구 사당로 261 (사당동),서울특별시 동작구 사당동 324번지 2호 1층,72.93,02-532-8588,한식
일반음식점,2012-03-30,올바른식당상도점,"서울특별시 동작구 상도로 279 (상도1동, 1층)",서울특별시 동작구 상도1동 775번지 1호 1층,74,,한식
일반음식점,2012-04-02,전용주용주골생고기,"서울특별시 동작구 동작대로17길 5 (사당동, A동 1층)",서울특별시 동작구 사당동 1008번지 1호 A동 1층,77.28,,한식
일반음식점,2012-04-05,다가올레 olle' 맥주창고,"서울특별시 동작구 동작대로23길 7 (사당동, 1층 102호, 103호, 104호)","서울특별시 동작구 사당동 1007번지 3호 1층 102호, 103호, 104호",88,02-522-0780,호프/통닭
일반음식점,2012-04-12,불닭발동대문엽기떡볶이 상도노량진점,"서울특별시 동작구 노량진로 124 (노량진동, 2층)",서울특별시 동작구 노량진동 44번지 11호 2층,86,,한식
일반음식점,2012-04-18,스시아라,"서울특별시 동작구 동작대로 115 (사당동, 지하1층)",서울특별시 동작구 사당동 136번지 1호 지하1층,23.34,02-595-0240,일식
일반음식점,2012-04-19,옛날팥죽,"서울특별시 동작구 상도로34길 19 (상도동, 1층)",서울특별시 동작구 상도동 154번지 9호 1층,26.85,02-816-9500,한식
일반음식점,2012-04-23,먹쉬돈나 노량진점,"서울특별시 동작구 노량진로 152-1 (노량진동, 2층)",서울특별시 동작구 노량진동 73번지 3호 2층,138.28,,분식
일반음식점,2012-04-24,오띠(Otti),"서울특별시 동작구 상도로 88 (상도동, 2층)",서울특별시 동작구 상도동 324번지 2호 2층,128.18,,까페
일반음식점,2012-05-02,미스터탕수육,"서울특별시 동작구 국사봉10길 4 (상도동, 1층)",서울특별시 동작구 상도동 299번지 88호 1층,16,,기타
일반음식점,2012-05-03,72420,"서울특별시 동작구 남부순환로269길 13 (사당동, 1층)",서울특별시 동작구 사당동 1045번지 13호 1층,33,,중국식
일반음식점,2012-05-09,소야,"서울특별시 동작구 만양로14길 6 (노량진동, 1층)",서울특별시 동작구 노량진동 123번지 9호 1층,42,,한식
일반음식점,2012-05-09,마포본가이수점,"서울특별시 동작구 동작대로27다길 29 (사당동, 1층 107호)",서울특별시 동작구 사당동 138번지 4호 1층 107호,149.85,02-535-1759,한식
일반음식점,2012-05-14,디바인(DiBine),"서울특별시 동작구 서달로10길 7 (흑석동, 1층)",서울특별시 동작구 흑석동 95번지 21호 1층,25.52,,패스트푸드
일반음식점,2012-05-16,설빙 노량진점,"서울특별시 동작구 노량진로 144 (노량진동, 외 2필지, 2층)","서울특별시 동작구 노량진동 59번지 29호 외 2필지, 2층",202,02-824-5344,까페
일반음식점,2012-05-18,봉구비어,"서울특별시 동작구 상도로 3 (대방동, 1층)",서울특별시 동작구 대방동 399번지 7호 1층,34.2,,일식
일반음식점,2012-05-21,치킨매니아 노량진점,"서울특별시 동작구 노량진로23가길 23 (본동, 래미안트윈파크상가 101호)",서울특별시 동작구 본동 494번지 래미안트윈파크상가 101호,28.08,02-815-8585,호프/통닭
일반음식점,2012-05-21,미모,"서울특별시 동작구 상도로 161 (상도동, 1층)",서울특별시 동작구 상도동 366번지 20호 1층,18,02-816-7637,까페
일반음식점,2012-05-24,남성포차,"서울특별시 동작구 사당로23나길 14 (사당동, 1층)",서울특별시 동작구 사당동 164번지 56호 1층,41.47,,정종/대포집/소주방
일반음식점,2012-05-29,스파이키,"서울특별시 동작구 흑석로9길 10 (흑석동, 2층)",서울특별시 동작구 흑석동 190번지 11호 2층,91.83,,경양식
일반음식점,2012-05-30,호뎅바,"서울특별시 동작구 동작대로7길 33 (사당동, 1층)",서울특별시 동작구 사당동 1032번지 12호 1층,31.02,,정종/대포집/소주방
일반음식점,2012-06-07,오징어나라,"서울특별시 동작구 장승배기로 125, 1층 (노량진동)",서울특별시 동작구 노량진동 308번지 5호,95.04,,일식
일반음식점,2012-06-11,낙지한마리수제비상도,"서울특별시 동작구 상도로31길 19 (상도동, 브라운스톤상가  B207호)",서울특별시 동작구 상도동 527번지 브라운스톤상가  B207호,195.88,02-812-4913,한식
일반음식점,2012-06-14,와플스(Waffle's),서울특별시 동작구 노량진로16길 26 (노량진동),서울특별시 동작구 노량진동 89번지 2호 1층,16,,기타
일반음식점,2012-06-15,동북선미,"서울특별시 동작구 대림로 30 (신대방동, 2층)",서울특별시 동작구 신대방동 690번지 26호 2층,135.1,,중국식
일반음식점,2012-06-15,흑수돈(흑석동수제돈까스),"서울특별시 동작구 서달로14나길 27 (흑석동, 제1호, 1층)","서울특별시 동작구 흑석동 54번지 142호 제1호, 1층",28.75,,한식
일반음식점,2012-06-21,메밀면 도토리,"서울특별시 동작구 상도로 265-11 (상도1동, 1층)",서울특별시 동작구 상도1동 697번지 1층,100.8,,한식
일반음식점,2012-06-22,K 호프,"서울특별시 동작구 보라매로5길 43 (신대방동, 보라매삼성쉐르빌 지하상가 B101호)",서울특별시 동작구 신대방동 395번지 66호 보라매삼성쉐르빌 지하상가 B101호,108.14,02-834-3147,호프/통닭
일반음식점,2012-06-25,두레분식&호프,"서울특별시 동작구 상도로15길 55 (상도동, 1층)",서울특별시 동작구 상도동 361번지 19호 1층,29.28,,분식
일반음식점,2012-06-26,한우마을,"서울특별시 동작구 상도로37길 62 (상도동, 1층)",서울특별시 동작구 상도동 467번지 2호 1층,48.26,02-817-6316,한식
일반음식점,2012-07-03,소노야 사당점,"서울특별시 동작구 동작대로 지하 3 (사당동, 지하철2호선 역내 지하1층)",서울특별시 동작구 사당동 1112번지 지하철2호선 역내 지하1층,24.42,,경양식
일반음식점,2012-07-05,깡통왕노가리,"서울특별시 동작구 동작대로27가길 11 (사당동, 1층)",서울특별시 동작구 사당동 139번지 71호 1층,36,02-3482-1290,일식
일반음식점,2012-07-09,얌샘노량진점,"서울특별시 동작구 노량진로 110 (노량진동, 111호)",서울특별시 동작구 노량진동 41번지 5호 111호,43.3,,일식
일반음식점,2012-07-13,화덕소곱창,"서울특별시 동작구 남부순환로269길 9 (사당동, 1층)",서울특별시 동작구 사당동 1045번지 14호 1층,42.91,,식육(숯불구이)
일반음식점,2012-07-23,한강식당,"서울특별시 동작구 장승배기로10길 26 (상도동, 1층)",서울특별시 동작구 상도동 176번지 1호 1층,35.42,,한식
일반음식점,2012-07-23,카페봄봄,"서울특별시 동작구 노량진로16길 27 (노량진동, 1층)",서울특별시 동작구 노량진동 90번지 8호 1층,14,02-816-9292,통닭(치킨)
일반음식점,2012-07-27,강남스타일,"서울특별시 동작구 동작대로29가길 12 (사당동, 1층)",서울특별시 동작구 사당동 88번지 14호 1층,30.11,,호프/통닭
일반음식점,2012-07-31,노다지 좋은집,"서울특별시 동작구 노량진로 92, 1층 (노량진동)",서울특별시 동작구 노량진동 27번지 11호,35.03,,기타
일반음식점,2012-08-01,이화수전통육개장 보라매점,"서울특별시 동작구 보라매로5가길 16 (신대방동, 보라매아카데미타워 214호)",서울특별시 동작구 신대방동 395번지 69호 보라매아카데미타워 214호,104.08,02-835-9278,한식
일반음식점,2012-08-03,광군,서울특별시 동작구 동작대로33가길 8 (사당동),서울특별시 동작구 사당동 84번지 10호,73.89,02-532-0930,한식
일반음식점,2012-08-17,등비룡탕절대부마라탕(탕화쿵푸),"서울특별시 동작구 흑석로13가길 42 (흑석동, 1층)",서울특별시 동작구 흑석동 190번지 27호 1층,60.16,,기타
일반음식점,2012-08-17,신안생선모듬찜.해물찜,"서울특별시 동작구 노량진로16길 27 (노량진동, 2층)",서울특별시 동작구 노량진동 90번지 8호 2층,160.23,02-3280-1777,호프/통닭
일반음식점,2012-08-21,화통삼,"서울특별시 동작구 보라매로 94-1 (신대방동, 1층)",서울특별시 동작구 신대방동 346번지 14호 1층,96.53,,한식
일반음식점,2012-08-22,주식회사 강남케터링,"서울특별시 동작구 양녕로 195 (상도동, 지하1층)",서울특별시 동작구 상도동 208번지 32호 지하1층,119.72,02-532-3928,한식
일반음식점,2012-08-27,하이꼬꼬,"서울특별시 동작구 장승배기로 34 (상도동, 1층)",서울특별시 동작구 상도동 201번지 155호 1층,85.14,,통닭(치킨)
일반음식점,2012-08-31,명랑한찜닭,"서울특별시 동작구 사당로 266 (사당동, 1층)",서울특별시 동작구 사당동 1001번지 32호 1층,48.35,,일식
일반음식점,2012-08-31,제이키친,"서울특별시 동작구 사당로26길 121, 1층 (사당동)",서울특별시 동작구 사당동 1038번지 9호,19.8,,출장조리
일반음식점,2012-09-04,홍가복,"서울특별시 동작구 사당로28길 6 (사당동, 2층)",서울특별시 동작구 사당동 1003번지 40호 2층,131.26,,중국식
일반음식점,2012-09-06,흑석한우곱창,"서울특별시 동작구 서달로14마길 6 (흑석동, 1층)",서울특별시 동작구 흑석동 50번지 5호 1층,66.36,02-6368-8253,한식
일반음식점,2012-09-11,홍가네뿅가네,"서울특별시 동작구 장승배기로20가길 4, 1층 (노량진동)",서울특별시 동작구 노량진동 230번지 11호,23.1,,통닭(치킨)
일반음식점,2012-09-13,고기고(GO기GO),"서울특별시 동작구 사당로16길 7 (사당동, 1층)",서울특별시 동작구 사당동 318번지 13호 1층,19.8,02-588-5553,식육(숯불구이)
일반음식점,2012-09-18,소문난마차,"서울특별시 동작구 사당로29가길 39 (사당동, 1층)",서울특별시 동작구 사당동 141번지 189호 1층,24.36,02-534-0211,정종/대포집/소주방
일반음식점,2012-09-18,카페구스토,"서울특별시 동작구 흑석한강로 27 (흑석동, 푸르지오상가 109동 B306호)",서울특별시 동작구 흑석동 67번지 1호 푸르지오상가 109동 B306호,48.98,,기타
일반음식점,2012-09-24,고향의맛 소머리국밥,"서울특별시 동작구 서달로12가길 11 (흑석동, 1층)",서울특별시 동작구 흑석동 95번지 37호 1층,17,,분식
일반음식점,2012-09-24,전주집순대,"서울특별시 동작구 상도로50길 8 (상도동, 1층)",서울특별시 동작구 상도동 462번지 9호 1층,59.34,02-823-5589,한식
